company,year,share
AAPL,1430949600000,74.73
AAPL,1431036000000,76.31
AAPL,1431295200000,76.78
AAPL,1431381600000,76.57
AAPL,1431468000000,77.08
AAPL,1431554400000,79.43
AAPL,1431640800000,78.92
AAPL,1431900000000,79.41
AAPL,1431986400000,79.62
AAPL,1432072800000,79.61
AAPL,1432159200000,80.56
AAPL,1432245600000,80.04
AAPL,1432591200000,79.36
AAPL,1432677600000,80.16
AAPL,1432764000000,80.02
AAPL,1432850400000,79.09
AAPL,1433109600000,79.87
AAPL,1433196000000,79.82
AAPL,1433282400000,80.13
AAPL,1433368800000,78.75
AAPL,1433455200000,78.86
AAPL,1433714400000,78.16
AAPL,1433800800000,77.90
AAPL,1433887200000,79.56
AAPL,1433973600000,79.65
AAPL,1434060000000,79.86
AAPL,1434319200000,78.90
AAPL,1434405600000,79.94
AAPL,1434492000000,77.91
AAPL,1434578400000,79.39
AAPL,1434664800000,79.70
AAPL,1434924000000,82.28
AAPL,1435010400000,83.55
AAPL,1435096800000,83.40
AAPL,1435183200000,83.94
AAPL,1435269600000,82.74
AAPL,1435528800000,81.28
AAPL,1435615200000,81.01
AAPL,1435701600000,80.94
AAPL,1435788000000,80.75
AAPL,1436133600000,80.50
AAPL,1436220000000,80.59
AAPL,1436306400000,79.99
AAPL,1436392800000,80.47
AAPL,1436479200000,80.59
AAPL,1436738400000,81.44
AAPL,1436824800000,81.89
AAPL,1436911200000,82.12
AAPL,1436997600000,82.52
AAPL,1437084000000,82.10
AAPL,1437343200000,82.09
AAPL,1437429600000,81.19
AAPL,1437516000000,80.73
AAPL,1437602400000,80.64
AAPL,1437688800000,80.98
AAPL,1437948000000,79.93
AAPL,1438034400000,80.59
AAPL,1438120800000,80.25
AAPL,1438207200000,81.29
AAPL,1438293600000,81.99
AAPL,1438552800000,81.40
AAPL,1438639200000,82.06
AAPL,1438725600000,83.38
AAPL,1438812000000,82.19
AAPL,1438898400000,82.69
AAPL,1439157600000,83.62
AAPL,1439244000000,83.90
AAPL,1439330400000,83.82
AAPL,1439416800000,84.31
AAPL,1439503200000,86.12
AAPL,1439762400000,86.77
AAPL,1439848800000,86.45
AAPL,1439935200000,85.48
AAPL,1440021600000,82.69
GOOG,1314964000000,498.17   
GOOG,1314050400000,518.82
GOOG,1314136800000,523.29
GOOG,1314223200000,520.04
GOOG,1314309600000,526.86
GOOG,1314568800000,539.08
GOOG,1314655200000,540.70
GOOG,1314741600000,540.96
GOOG,1314828000000,532.50
GOOG,1314914400000,524.84
GOOG,1315260000000,522.18
GOOG,1315346400000,534.03
GOOG,1315432800000,534.96
GOOG,1315519200000,524.85
GOOG,1315778400000,530.12
GOOG,1315864800000,529.52
GOOG,1315951200000,532.07
GOOG,1316037600000,542.56
GOOG,1316124000000,546.68
GOOG,1316383200000,546.67
GOOG,1316469600000,546.62
GOOG,1316556000000,539.20
GOOG,1316642400000,520.66
GOOG,1316728800000,525.51
GOOG,1316988000000,531.89
GOOG,1317074400000,539.34
GOOG,1317160800000,528.84
GOOG,1317247200000,527.50
GOOG,1317333600000,515.04
GOOG,1317592800000,495.52
GOOG,1317679200000,501.90
GOOG,1317765600000,504.70
GOOG,1317852000000,514.71
GOOG,1317938400000,515.12
GOOG,1318197600000,537.17
GOOG,1318284000000,543.18
GOOG,1318370400000,548.50
GOOG,1318456800000,558.99
GOOG,1318543200000,591.68
GOOG,1318802400000,582.41
GOOG,1318888800000,590.51
GOOG,1318975200000,580.70
GOOG,1319061600000,583.67
GOOG,1319148000000,590.49
GOOG,1319407200000,596.42
GOOG,1319493600000,583.16
GOOG,1319580000000,586.31
GOOG,1319666400000,598.67
GOOG,1319752800000,600.14
GOOG,1320015600000,592.64
GOOG,1320102000000,578.65
GOOG,1320188400000,584.82
GOOG,1320274800000,597.50
GOOG,1320361200000,596.14
GOOG,1320620400000,608.33
GOOG,1320706800000,612.34
GOOG,1320793200000,600.95
GOOG,1320879600000,595.08
GOOG,1320966000000,608.35
GOOG,1321225200000,613.00
GOOG,1321311600000,616.56
GOOG,1321398000000,611.47
GOOG,1321484400000,600.87
GOOG,1321570800000,594.88
GOOG,1321830000000,580.94
GOOG,1321916400000,580.00
GOOG,1322002800000,570.11
GOOG,1322175600000,563.00
GOOG,1322434800000,588.19
GOOG,1322521200000,582.93
GOOG,1322607600000,599.39
GOOG,1322694000000,613.77
GOOG,1322780400000,620.36
GOOG,1323039600000,625.65
GOOG,1323126000000,623.77
GOOG,1323212400000,623.39
GOOG,1323298800000,616.05
GOOG,1323385200000,627.42
GOOG,1323644400000,625.39
GOOG,1323730800000,625.63
GOOG,1323817200000,618.07
GOOG,1323903600000,619.54
GOOG,1323990000000,625.96
GOOG,1324249200000,621.83
GOOG,1324335600000,630.37
GOOG,1324422000000,625.82
GOOG,1324508400000,629.70
GOOG,1324594800000,633.14
GOOG,1324940400000,640.25
GOOG,1325026800000,639.70
GOOG,1325113200000,642.40
GOOG,1325199600000,645.90
GOOG,1325545200000,665.41
GOOG,1325631600000,668.28
GOOG,1325718000000,659.01
GOOG,1325804400000,650.02
GOOG,1326063600000,622.46
GOOG,1326150000000,623.14
GOOG,1326236400000,625.96
GOOG,1326322800000,629.64
GOOG,1326409200000,624.99
GOOG,1326754800000,628.58
GOOG,1326841200000,632.91
GOOG,1326927600000,639.57
GOOG,1327014000000,585.99
GOOG,1327273200000,585.52
GOOG,1327359600000,580.93
GOOG,1327446000000,569.49
GOOG,1327532400000,568.10
GOOG,1327618800000,579.98
GOOG,1327878000000,577.69
GOOG,1327964400000,580.11
GOOG,1328050800000,580.83
GOOG,1328137200000,585.11
GOOG,1328223600000,596.33
GOOG,1328482800000,609.09
GOOG,1328569200000,606.77
GOOG,1328655600000,609.85
GOOG,1328742000000,611.46
GOOG,1328828400000,605.91
GOOG,1329087600000,612.20
GOOG,1329174000000,609.76
GOOG,1329260400000,605.56
GOOG,1329346800000,606.52
GOOG,1329433200000,604.64
GOOG,1329778800000,614.00
GOOG,1329865200000,607.94
GOOG,1329951600000,606.11
GOOG,1330038000000,609.90
GOOG,1330297200000,609.31
GOOG,1330383600000,618.39
GOOG,1330470000000,618.25
GOOG,1330556400000,622.40
GOOG,1330642800000,621.25
GOOG,1330902000000,614.25
GOOG,1330988400000,604.96
GOOG,1331074800000,303.69
GOOG,1331161200000,303.86
GOOG,1331247600000,300.42
GOOG,1331506800000,302.87
GOOG,1331593200000,309.19
GOOG,1331679600000,308.29
GOOG,1331766000000,310.87
GOOG,1331852400000,312.82
GOOG,1332111600000,317.30
GOOG,1332198000000,317.05
GOOG,1332284400000,320.30
GOOG,1332370800000,323.34
GOOG,1332457200000,321.61
GOOG,1332712800000,324.98
GOOG,1332799200000,323.82
GOOG,1332885600000,328.20
GOOG,1332972000000,324.52
GOOG,1333058400000,320.93
GOOG,1333317600000,323.77
GOOG,1333404000000,321.62
GOOG,1333490400000,317.88
GOOG,1333576800000,316.47
GOOG,1333922400000,315.73
GOOG,1334008800000,313.73
GOOG,1334095200000,318.29
GOOG,1334181600000,325.82
GOOG,1334268000000,312.60
GOOG,1334527200000,303.33
GOOG,1334613600000,305.08
GOOG,1334700000000,304.02
GOOG,1334786400000,299.94
GOOG,1334872800000,298.32
GOOG,1335132000000,299.09
GOOG,1335218400000,300.93
GOOG,1335304800000,305.16
GOOG,1335391200000,308.03
GOOG,1335477600000,307.79
GOOG,1335736800000,302.72
GOOG,1335823200000,302.51
GOOG,1335909600000,303.92
GOOG,1335996000000,305.81
GOOG,1336082400000,298.77
GOOG,1336341600000,304.07
GOOG,1336428000000,306.69
GOOG,1336514400000,304.87
GOOG,1336600800000,307.13
GOOG,1336687200000,302.91
GOOG,1336946400000,302.29
GOOG,1337032800000,305.85
GOOG,1337119200000,314.77
GOOG,1337205600000,311.83
GOOG,1337292000000,300.49
GOOG,1337551200000,307.35
GOOG,1337637600000,300.69
GOOG,1337724000000,305.03
GOOG,1337810400000,302.12
GOOG,1337896800000,296.05
GOOG,1338242400000,297.46
GOOG,1338328800000,294.40
GOOG,1338415200000,290.71
GOOG,1338501600000,285.77
GOOG,1338760800000,289.58
GOOG,1338847200000,285.48
GOOG,1338933600000,290.57
GOOG,1339020000000,289.40
GOOG,1339106400000,290.51
GOOG,1339365600000,284.53
GOOG,1339452000000,282.82
GOOG,1339538400000,280.82
GOOG,1339624800000,279.80
GOOG,1339711200000,282.53
GOOG,1339970400000,285.70
GOOG,1340056800000,291.05
GOOG,1340143200000,289.04
GOOG,1340229600000,282.88
GOOG,1340316000000,286.02
GOOG,1340575200000,280.62
GOOG,1340661600000,282.61
GOOG,1340748000000,284.93
GOOG,1340834400000,282.43
GOOG,1340920800000,290.32
GOOG,1341180000000,290.52
GOOG,1341266400000,294.20
GOOG,1341439200000,298.25
GOOG,1341525600000,293.27
GOOG,1341784800000,293.29
GOOG,1341871200000,291.13
GOOG,1341957600000,285.87
GOOG,1342044000000,285.52
GOOG,1342130400000,288.54
GOOG,1342389600000,287.74
GOOG,1342476000000,288.64
GOOG,1342562400000,290.66
GOOG,1342648800000,296.82
GOOG,1342735200000,305.71
GOOG,1342994400000,308.05
GOOG,1343080800000,304.08
GOOG,1343167200000,304.29
GOOG,1343253600000,306.98
GOOG,1343340000000,317.79
GOOG,1343599200000,316.46
GOOG,1343685600000,316.79
GOOG,1343772000000,316.65
GOOG,1343858400000,314.68
GOOG,1343944800000,320.98
GOOG,1344204000000,321.72
GOOG,1344290400000,320.58
GOOG,1344376800000,321.43
GOOG,1344463200000,321.49
GOOG,1344549600000,321.31
GOOG,1344808800000,330.33
GOOG,1344895200000,334.65
GOOG,1344981600000,334.09
GOOG,1345068000000,336.76
GOOG,1345154400000,338.90
GOOG,1345413600000,338.10
GOOG,1345500000000,335.08
GOOG,1345586400000,338.92
GOOG,1345672800000,338.73
GOOG,1345759200000,339.64
GOOG,1346018400000,334.93
GOOG,1346104800000,338.95
GOOG,1346191200000,344.34
GOOG,1346277600000,341.17
GOOG,1346364000000,342.88
GOOG,1346709600000,340.85
GOOG,1346796000000,340.69
GOOG,1346882400000,350.04
GOOG,1346968800000,353.42
GOOG,1347228000000,350.72
GOOG,1347314400000,346.43
GOOG,1347400800000,345.78
GOOG,1347487200000,353.36
GOOG,1347573600000,355.18
GOOG,1347832800000,355.33
GOOG,1347919200000,359.49
GOOG,1348005600000,364.10
GOOG,1348092000000,364.41
GOOG,1348178400000,367.35
GOOG,1348437600000,375.05
GOOG,1348524000000,374.94
GOOG,1348610400000,377.10
GOOG,1348696800000,378.62
GOOG,1348783200000,377.62
GOOG,1349042400000,381.26
GOOG,1349128800000,378.86
GOOG,1349215200000,381.62
GOOG,1349301600000,384.40
GOOG,1349388000000,384.20
GOOG,1349647200000,379.29
GOOG,1349733600000,372.41
GOOG,1349820000000,372.64
GOOG,1349906400000,376.10
GOOG,1349992800000,372.74
GOOG,1350252000000,370.85
GOOG,1350338400000,372.71
GOOG,1350424800000,378.11
GOOG,1350511200000,347.84
GOOG,1350597600000,341.23
GOOG,1350856800000,339.66
GOOG,1350943200000,340.50
GOOG,1351029600000,338.98
GOOG,1351116000000,339.21
GOOG,1351202400000,337.90
GOOG,1351638000000,340.48
GOOG,1351724400000,344.13
GOOG,1351810800000,344.29
GOOG,1352070000000,341.81
GOOG,1352156400000,341.19
GOOG,1352242800000,333.88
GOOG,1352329200000,326.46
GOOG,1352415600000,331.84
GOOG,1352674800000,333.27
GOOG,1352761200000,329.85
GOOG,1352847600000,326.59
GOOG,1352934000000,323.94
GOOG,1353020400000,323.90
GOOG,1353279600000,334.43
GOOG,1353366000000,335.31
GOOG,1353452400000,333.26
GOOG,1353625200000,334.31
GOOG,1353884400000,330.90
GOOG,1353970800000,335.68
GOOG,1354057200000,342.17
GOOG,1354143600000,346.28
GOOG,1354230000000,349.52
GOOG,1354489200000,347.96
GOOG,1354575600000,345.85
GOOG,1354662000000,344.24
GOOG,1354748400000,345.90
GOOG,1354834800000,342.44
GOOG,1355094000000,343.04
GOOG,1355180400000,348.78
GOOG,1355266800000,349.12
GOOG,1355353200000,351.69
GOOG,1355439600000,351.32
GOOG,1355698800000,360.74
GOOG,1355785200000,360.88
GOOG,1355871600000,360.40
GOOG,1355958000000,361.53
GOOG,1356044400000,358.16
GOOG,1356303600000,355.09
GOOG,1356476400000,354.78
GOOG,1356562800000,353.49
GOOG,1356649200000,350.34
GOOG,1356908400000,354.03
GOOG,1357081200000,361.98
GOOG,1357167600000,362.19
GOOG,1357254000000,369.34
GOOG,1357513200000,367.73
GOOG,1357599600000,367.01
GOOG,1357686000000,369.42
GOOG,1357772400000,371.10
GOOG,1357858800000,370.35
GOOG,1358118000000,361.98
GOOG,1358204400000,362.82
GOOG,1358290800000,357.94
GOOG,1358377200000,356.00
GOOG,1358463600000,352.60
GOOG,1358809200000,351.78
GOOG,1358895600000,371.11
GOOG,1358982000000,377.28
GOOG,1359068400000,377.20
GOOG,1359327600000,375.73
GOOG,1359414000000,377.21
GOOG,1359500400000,377.28
GOOG,1359586800000,378.21
GOOG,1359673200000,388.18
GOOG,1359932400000,379.88
GOOG,1360018800000,383.24
GOOG,1360105200000,385.46
GOOG,1360191600000,387.35
GOOG,1360278000000,393.07
GOOG,1360537200000,391.59
GOOG,1360623600000,390.73
GOOG,1360710000000,391.81
GOOG,1360796400000,394.29
GOOG,1360882800000,396.83
GOOG,1361228400000,403.82
GOOG,1361314800000,396.61
GOOG,1361401200000,398.15
GOOG,1361487600000,400.24
GOOG,1361746800000,395.77
GOOG,1361833200000,395.45
GOOG,1361919600000,400.28
GOOG,1362006000000,400.99
GOOG,1362092400000,403.49
GOOG,1362351600000,411.15
GOOG,1362438000000,419.71
GOOG,1362524400000,416.09
GOOG,1362610800000,416.70
GOOG,1362697200000,416.16
GOOG,1362956400000,417.81
GOOG,1363042800000,414.21
GOOG,1363129200000,413.06
GOOG,1363215600000,411.17
GOOG,1363302000000,407.55
GOOG,1363561200000,404.29
GOOG,1363647600000,406.05
GOOG,1363734000000,407.75
GOOG,1363820400000,406.02
GOOG,1363906800000,405.55
GOOG,1364166000000,405.21
GOOG,1364252400000,406.60
GOOG,1364338800000,401.72
GOOG,1364425200000,397.48
GOOG,1364767200000,400.98
GOOG,1364853600000,406.91
GOOG,1364940000000,403.49
GOOG,1365026400000,397.92
GOOG,1365112800000,391.90
GOOG,1365372000000,387.80
GOOG,1365458400000,389.20
GOOG,1365544800000,395.47
GOOG,1365631200000,395.58
GOOG,1365717600000,395.41
GOOG,1365976800000,391.34
GOOG,1366063200000,397.07
GOOG,1366149600000,391.66
GOOG,1366236000000,383.33
GOOG,1366322400000,400.32
GOOG,1366581600000,400.45
GOOG,1366668000000,404.34
GOOG,1366754400000,407.12
GOOG,1366840800000,404.94
GOOG,1366927200000,401.10
GOOG,1367186400000,409.93
GOOG,1367272800000,412.68
GOOG,1367359200000,410.61
GOOG,1367445600000,415.21
GOOG,1367532000000,423.27
GOOG,1367791200000,431.19
GOOG,1367877600000,429.03
GOOG,1367964000000,437.24
GOOG,1368050400000,436.16
GOOG,1368136800000,440.54
GOOG,1368396000000,439.19
GOOG,1368482400000,443.98
GOOG,1368568800000,458.39
GOOG,1368655200000,452.37
GOOG,1368741600000,455.03
GOOG,1369000800000,454.71
GOOG,1369087200000,453.92
GOOG,1369173600000,445.14
GOOG,1369260000000,441.82
GOOG,1369346400000,437.08
GOOG,1369692000000,441.06
GOOG,1369778400000,434.58
GOOG,1369864800000,435.80
GOOG,1369951200000,436.03
GOOG,1370210400000,434.24
GOOG,1370296800000,429.97
GOOG,1370383200000,430.27
GOOG,1370469600000,432.74
GOOG,1370556000000,440.29
GOOG,1370815200000,445.54
GOOG,1370901600000,440.33
GOOG,1370988000000,436.41
GOOG,1371074400000,438.93
GOOG,1371160800000,437.94
GOOG,1371420000000,443.55
GOOG,1371506400000,450.75
GOOG,1371592800000,450.78
GOOG,1371679200000,442.80
GOOG,1371765600000,440.89
GOOG,1372024800000,435.32
GOOG,1372111200000,433.52
GOOG,1372197600000,437.25
GOOG,1372284000000,438.96
GOOG,1372370400000,440.61
GOOG,1372629600000,444.37
GOOG,1372716000000,441.58
GOOG,1372802400000,443.64
GOOG,1372975200000,447.18
GOOG,1373234400000,452.98
GOOG,1373320800000,453.06
GOOG,1373407200000,453.43
GOOG,1373493600000,460.57
GOOG,1373580000000,461.95
GOOG,1373839200000,462.79
GOOG,1373925600000,460.25
GOOG,1374012000000,459.72
GOOG,1374098400000,455.78
GOOG,1374184800000,448.73
GOOG,1374444000000,455.79
GOOG,1374530400000,452.34
GOOG,1374616800000,451.89
GOOG,1374703200000,444.28
GOOG,1374789600000,443.10
GOOG,1375048800000,441.56
GOOG,1375135200000,445.89
GOOG,1375221600000,444.31
GOOG,1375308000000,452.55
GOOG,1375394400000,453.72
GOOG,1375653600000,452.94
GOOG,1375740000000,448.72
GOOG,1375826400000,445.76
GOOG,1375912800000,446.76
GOOG,1375999200000,445.64
GOOG,1376258400000,443.18
GOOG,1376344800000,441.05
GOOG,1376431200000,435.33
GOOG,1376517600000,430.25
GOOG,1376604000000,428.87
GOOG,1376863200000,433.24
GOOG,1376949600000,433.13
GOOG,1377036000000,435.09
GOOG,1377122400000,437.28
GOOG,1377208800000,435.53
GOOG,1377468000000,433.62
GOOG,1377554400000,425.49
GOOG,1377640800000,424.69
GOOG,1377727200000,428.13
GOOG,1377813600000,423.86
GOOG,1378159200000,430.61
GOOG,1378245600000,436.24
GOOG,1378332000000,440.21
GOOG,1378418400000,440.22
GOOG,1378677600000,444.46
GOOG,1378764000000,444.77
GOOG,1378850400000,448.53
GOOG,1378936800000,446.97
GOOG,1379023200000,444.97
GOOG,1379282400000,444.31
GOOG,1379368800000,443.48
GOOG,1379455200000,452.10
GOOG,1379541600000,449.63
GOOG,1379628000000,451.99
GOOG,1379887200000,443.68
GOOG,1379973600000,443.85
GOOG,1380060000000,439.04
GOOG,1380146400000,439.51
GOOG,1380232800000,438.62
GOOG,1380492000000,438.38
GOOG,1380578400000,443.93
GOOG,1380664800000,444.43
GOOG,1380751200000,438.47
GOOG,1380837600000,436.60
GOOG,1381096800000,433.29
GOOG,1381183200000,427.25
GOOG,1381269600000,428.35
GOOG,1381356000000,434.54
GOOG,1381442400000,436.42
GOOG,1381701600000,438.48
GOOG,1381788000000,441.43
GOOG,1381874400000,449.45
GOOG,1381960800000,444.83
GOOG,1382047200000,506.19
GOOG,1382306400000,502.14
GOOG,1382392800000,503.99
GOOG,1382479200000,516.20
GOOG,1382565600000,513.27
GOOG,1382652000000,508.09
GOOG,1382914800000,507.99
GOOG,1383001200000,518.62
GOOG,1383087600000,515.71
GOOG,1383174000000,515.79
GOOG,1383260400000,514.02
GOOG,1383519600000,513.55
GOOG,1383606000000,511.26
GOOG,1383692400000,511.87
GOOG,1383778800000,504.46
GOOG,1383865200000,508.51
GOOG,1384124400000,505.79
GOOG,1384210800000,506.38
GOOG,1384297200000,516.74
GOOG,1384383600000,518.12
GOOG,1384470000000,517.28
GOOG,1384729200000,516.28
GOOG,1384815600000,513.10
GOOG,1384902000000,511.65
GOOG,1384988400000,517.54
GOOG,1385074800000,516.45
GOOG,1385334000000,523.47
GOOG,1385420400000,529.72
GOOG,1385506800000,532.07
GOOG,1385679600000,530.31
GOOG,1385938800000,527.75
GOOG,1386025200000,527.14
GOOG,1386111600000,529.60
GOOG,1386198000000,529.18
GOOG,1386284400000,535.45
GOOG,1386543600000,539.59
GOOG,1386630000000,542.86
GOOG,1386716400000,539.17
GOOG,1386802800000,535.50
GOOG,1386889200000,530.91
GOOG,1387148400000,537.01
GOOG,1387234800000,535.45
GOOG,1387321200000,542.90
GOOG,1387407600000,543.64
GOOG,1387494000000,550.84
GOOG,1387753200000,558.09
GOOG,1387839600000,556.46
GOOG,1388012400000,559.27
GOOG,1388098800000,559.74
GOOG,1388358000000,555.27
GOOG,1388444400000,560.90
GOOG,1388617200000,557.10
GOOG,1388703600000,553.04
GOOG,1388962800000,559.20
GOOG,1389049200000,569.98
GOOG,1389135600000,571.17
GOOG,1389222000000,565.67
GOOG,1389308400000,565.64
GOOG,1389567600000,562.03
GOOG,1389654000000,575.26
GOOG,1389740400000,574.87
GOOG,1389826800000,578.67
GOOG,1389913200000,575.82
GOOG,1390258800000,582.41
GOOG,1390345200000,583.08
GOOG,1390431600000,580.61
GOOG,1390518000000,562.46
GOOG,1390777200000,551.15
GOOG,1390863600000,562.05
GOOG,1390950000000,554.00
GOOG,1391036400000,568.25
GOOG,1391122800000,591.06
GOOG,1391382000000,567.26
GOOG,1391468400000,569.63
GOOG,1391554800000,572.15
GOOG,1391641200000,580.54
GOOG,1391727600000,589.29
GOOG,1391986800000,587.03
GOOG,1392073200000,595.67
GOOG,1392159600000,593.92
GOOG,1392246000000,600.53
GOOG,1392332400000,601.98
GOOG,1392678000000,606.03
GOOG,1392764400000,601.75
GOOG,1392850800000,602.64
GOOG,1392937200000,602.48
GOOG,1393196400000,606.84
GOOG,1393282800000,610.59
GOOG,1393369200000,610.68
GOOG,1393455600000,610.20
GOOG,1393542000000,608.41
GOOG,1393801200000,601.93
GOOG,1393887600000,608.04
GOOG,1393974000000,609.72
GOOG,1394060400000,610.40
GOOG,1394146800000,607.98
GOOG,1394406000000,606.37
GOOG,1394492400000,600.58
GOOG,1394578800000,604.24
GOOG,1394665200000,595.11
GOOG,1394751600000,586.97
GOOG,1395010800000,596.63
GOOG,1395097200000,606.22
GOOG,1395183600000,600.21
GOOG,1395270000000,599.16
GOOG,1395356400000,592.09
GOOG,1395615600000,579.53
GOOG,1395702000000,579.92
GOOG,1395788400000,566.53
GOOG,1395874800000,557.68
GOOG,1395961200000,560.62
GOOG,1396216800000,557.80
GOOG,1396303200000,568.00
GOOG,1396389600000,568.10
GOOG,1396476000000,571.50
GOOG,1396562400000,545.25
GOOG,1396821600000,540.63
GOOG,1396908000000,557.51
GOOG,1396994400000,567.04
GOOG,1397080800000,546.69
GOOG,1397167200000,537.76
GOOG,1397426400000,545.20
GOOG,1397512800000,548.70
GOOG,1397599200000,563.90
GOOG,1397685600000,543.34
GOOG,1398031200000,539.37
GOOG,1398117600000,545.50
GOOG,1398204000000,537.51
GOOG,1398290400000,534.44
GOOG,1398376800000,523.10
GOOG,1398636000000,522.98
GOOG,1398722400000,536.33
GOOG,1398808800000,534.88
GOOG,1398895200000,538.53
GOOG,1398981600000,533.87
GOOG,1399240800000,535.33
GOOG,1399327200000,522.57
GOOG,1399413600000,518.00
GOOG,1399500000000,520.17
GOOG,1399586400000,526.62
GOOG,1399845600000,538.43
GOOG,1399932000000,541.54
GOOG,1400018400000,534.41
GOOG,1400104800000,529.12
